Added 	 增加
Include URLs in export	包含导出中的URL
Include all URLs	包含所有URL
Include auto-submit script	包含自动提交脚本
Include columns:	包括列：
Include form field values	包含表单字段值
Include full requests	包含完整的请求
Include full responses	包括完整的响应
Include headers	包括头部
Include in scope	包括范围之内
Include in-scope items only	仅包含在范围项中
Include relevant extract	包含相关部分提取
Included URL prefixes	包含的URL前缀
Included URLs	包含的网址
Individuate forms by:	个性化表单：
Info	信息
Information	信息
Information disclosure	信息泄漏
Informational	信息
Informed	通知
Initial payload for first request:	为第一个请求初始化有效载荷：
Insensitive	忽略大小写
Insert a new payload marker	插入新的有效载荷标记
Insert byte	插入字节
Insert bytes ...	插入多个字节......
Insert cells	插入一个单元格
Insert string	插入字符串
Insert string ...	插入字符串......
Insertion Point Types	插入点类型
Insertion point	插入点
Insertion points	插入点
Inspect response to determine session validity:	验证对会话有效性决策的响应：
Install	安装
Installed	安装
Installing	安装中
Installing...	安装中......
Intercept	截断
Intercept Client Requests	拦截客户端请求
Intercept Server Responses	服务器响应拦截
Intercept WebSockets Messages	拦截WebSocket消息
Intercept WebSockets messages	拦截WebSocket消息
Intercept client-to-server messages	拦截从客户端到服务器的消息
Intercept is off	拦截已关闭
Intercept is on	拦截已开启
Intercept requests based on the following rules:	拦截基于以下规则的请求：
Intercept responses based on the following rules:	拦截基于以下规则的响应：
Intercept server-to-client messages	拦截从服务器到客户端的消息
Interface	接口
Intruder Attack Configuration	攻击器攻击设置
Intruder results help	攻击器结果帮助
Intrusive	侵入
Intrusive active	主动扫描（入侵）
Invalid Port:	无效端口：
Invalid URL	无效URL
Invalid URL prefix	无效URL前缀
Invalid URL prefix, use advanced scope control for regex capability.	无效URL前缀。在高级范围设置使用正则表达式函数。
Invalid URL prefix.	无效URL前缀。
Invalid URL:	无效URL：
Invalid custom location configuration	自定义位置设置无效
Invalid date	非法日期
Invalid delay between requests	请求之间的权重无效
Invalid destination host specification	指定的目标主机无效
Invalid from value	表单值无效
Invalid host specification	指定主机无效
Invalid length	无效长度值
Invalid maximum concurrent requests	最大并发请求数无效
Invalid number	无线数字
Invalid poll interval	无效轮询间隔
Invalid port:	无效的端口：
Invalid proxy port	无效代理端口号
Invalid regex	无效正则表达式
Invalid session	无效会话
Invalid value	无效的值
Invisible	透明
Invisible proxy support allows non-proxy-aware clients to connect directly to the listener.	通过支持透明代理，代理不兼容的客户端可以直接连接到侦听器。
Invoke Burp extension	调用Burp扩展
Invoke a Burp extension	调用Burp扩展
Is	一致
Is HTTP	HTTP
Is HTTPS	HTTPS
Is in range	在范围内
Is in target scope	在目标范围内
Is media	不是媒体文件
Is not in range	不再范围之内
Is not media	不是媒体内容
Is not text	不是文本内容
Is text	是文本内容
Issue Definitions	问题定义
Issue activity	问题活动
Issue background	问题背景
Issue current request	发出当前请求
Issue definitions	问题定义
Issue detail [where applicable]	问题详情[如果适用]
Issue organization	问题编成
Issue persistence within the queue items was disabled. If required, it can be enabled within Scanner Options.	队列项中问题的持久性已失效。如有必要，您可以使用“扫描仪”选项启用它。
Issue the request	发送请求
Issue the request to obtain the response	发送请求以获得响应
Issue type	问题类型
Issuer	问题发起人
Issues	问题
Issues Reported	要报告的问题
Issues documentation	问题文档
Issues help	问题查看帮助
Issues:	问题:
Item	项目
Items added to site map:	添加到Sitemap的项目：
Items on the same domain	同一域中的项目
Items to Scan	要扫描的项目
Iterate all values of submit fields - max submissions per form:	枚举发送字段的所有值 - 每个表单的最大传输数：
January	1月
Java Environment	Java环境
Java SSL Options	Java SSL选项
JavaScript Analysis	JavaScript解析
JavaScript analysis	JavaScript解析
JavaScript-driven	JavaScript驱动
Javascript dynamic analysis	Javascript动态解析
Javascript static analysis	Javascript静态解析
July	7月
June	6月
Key	关键
Label	标签
Label:	标签：
Last updated	上次更新
Last used	上次使用
Leave	离开
Left/right split	左右分开
Length	长度
Library	图书馆
Licence Agreement	许可证协议
License	许可证
Light	轻量
Limit to	限制于
Link depth to associate with Proxy requests:	与代理请求关联的链接深度：
Link fingerprint trigger:	链接指纹触发器：
Link manipulation	链接操作
Links	链接
Linux installer	Linux安装程序
Listener port	侦听端口
Literal string	文字字符串
Literal string or regex field name	正则表达式的文字字符串或字段名称
Literal string to replace - leave blank to remove a matched header	替换字符串 - 如果要删除匹配的头部，请留空
Literal string to use as field value	文字字符串或正则表达式字段值
Literal value	字面值
Live Capture Options	实时捕捉选项
Live Passive Scanning	实时被动扫描
Live audit	实时审计
Live capture	实时捕捉
Live capture (stopped)	实时捕捉（已停止）
Live config editing	编辑实时设置
Live passive crawl	实时被动爬行
Live passive crawling	实时被动爬行
Live scanning	实时扫描
Load	加载
Load ...	加载......
Load Burp Collaborator server options	加载Burp Collaborator服务器选项
Load Burp Extender options	加载Burp Extender选项
Load Burp Extension	加载Burp扩展
Load HTML rendering options	加载HTML呈现选项
Load HTTP message display options	加载HTTP消息显示选项
Load Java environment options	加载Java环境选项
Load Python environment options	加载Python环境选项
Load Ruby environment options	加载Ruby环境选项
Load SOCKS proxy options	加载SOCKS代理选项
Load SSL negotiation options	加载SSL协商选项
Load SSL negotiation workarounds options	加载SSL协商解决方法选项
Load SSL passthrough options	加载SSL传递选项
Load active scanning areas options	加载活动扫描目标选项
Load active scanning engine options	加载活动扫描引擎选项
Load active scanning optimization options	加载主动扫描优化选项
Load application login options	加载应用程序登录选项
Load attack config	加载攻击设置
Load attack insertion points options	加载攻击插入点选项
Load attack results options	加载攻击结果选项
Load automatic project backup options	加载自动项目备份选项
Load character set options	读取字符集选项
Load client SSL certificates options	加载客户端SSL证书选项
